,Ridge,SVC,KNN,DecisionTree,MLP
HN_137,0.18601323653644186,0.1804859534704096,0.16872325202373462,0.14909508169440505,0.1734540197453396
HN_PETCT_298,0.09592164349301692,0.15968712625241935,0.10921588902659343,0.09088025716024181,0.13210234457964906
HNSCC_400,0.1735588012720388,0.1857827739246032,0.1646671306314408,0.18211605512936074,0.20352974187068437
OPC_606,0.14223967958000708,0.16150183057553225,0.10680294624050274,0.18103137844496636,0.13284348833126736
