,Ridge,SVC,KNN,DecisionTree,MLP
HN_137,0.19764006420397404,0.26792489361620314,0.14726183309523674,0.1884716633652883,0.21341227071520208
HN_PETCT_298,0.3347238708064474,0.47172348923700314,0.3262715348801939,0.3304545954323436,0.3602083706267441
HNSCC_400,0.1910450141215782,0.250772839885576,0.2555047026415569,0.22746039660904352,0.18795262880996952
OPC_606,0.20405645041908754,0.3542016453056494,0.27921611219946046,0.21714966550043843,0.26447931635950384
