,Ridge,SVC,KNN,DecisionTree,MLP
HN_137,0.2877525592521964,0.3454311667290061,0.29370874253020723,0.28340926250892207,0.30724225113377485
HN_PETCT_298,0.14688855042446722,0.27626512319042684,0.13507533349049403,0.22253253583372576,0.1907836805135444
HNSCC_400,0.2707135055472408,0.36770439859928694,0.2236070074823183,0.30147608031086937,0.3323498738256739
OPC_606,0.21246861138574755,0.25989420143610775,0.1078305650608849,0.34576276732084515,0.20889568534195518
