,Ridge,SVC,KNN,DecisionTree,MLP
HN_137,0.08074833815442815,0.13138373549340943,0.09093753366064726,0.04496243422094707,0.09844009184301268
HN_PETCT_298,0.18673172158393989,0.22812321962351323,0.18698235666064358,0.16981660595866988,0.19378937599053803
HNSCC_400,0.10221383193382215,0.07191524274315171,0.0720875053534591,0.059300700618069545,0.07411313566702334
OPC_606,0.09055491957704606,0.12518218984138155,0.10576283329105098,0.06641297973232732,0.10755457619436898
